('the', 'DET')43627
('solesmes', 'NOUN')1
('ringing', 'VERB')4
('calmed', 'VERB')2
("warren's", 'NOUN')1
('protestations', 'NOUN')1
('corridor', 'NOUN')10
('mickie', 'NOUN')4
('whisky-on-the-rocks', 'NOUN')1
('broke', 'ADJ')2
('black-haired', 'ADJ')1
('elfin', 'ADJ')1
('eloise', 'NOUN')1
('moonan', 'NOUN')1
('shopkeepers', 'NOUN')1
('hideaway', 'NOUN')1
('sorting', 'VERB')1
('clippings', 'NOUN')1
('receptive', 'ADJ')1
('jeff', 'NOUN')3
('romantic', 'NOUN')1
('altruism', 'NOUN')1
('christiansen', 'NOUN')2
('distinguished', 'ADJ')1
('bastard', 'NOUN')7
('trig', 'NOUN')10
('inscrutable', 'ADJ')1
("there'd", 'PRON')3
('refugee', 'NOUN')2
("trig's", 'NOUN')1
('concussion', 'NOUN')1
("officers'", 'NOUN')3
('rank-and-file', 'NOUN')1
("sniper's", 'NOUN')1
('devilish', 'ADJ')3
('davao', 'NOUN')1
('snaked', 'VERB')2
('howls', 'NOUN')1
('hand-to-hand', 'ADJ')1
('crucifix', 'NOUN')1
('filipino', 'NOUN')1
('lunged', 'VERB')4
("'low", 'VERB')1
('nigras', 'NOUN')1
('dsm', 'NOUN')1
('combat-inflicted', 'ADJ')1
('citations', 'NOUN')1
('serpent', 'NOUN')1
('dalloway', 'NOUN')3
('dainty', 'ADJ')2
('chastity', 'NOUN')1
('pharmacist', 'NOUN')1
('deliciously', 'ADV')1
('vernal', 'ADJ')1
('stamping', 'NOUN')1
('cripple', 'NOUN')1
('lorelei', 'NOUN')1
('regrets', 'NOUN')1
('rosebuds', 'NOUN')4
('boxell', 'NOUN')4
('underhanded', 'ADJ')1
('furtive', 'ADJ')1
('distrusted', 'VERB')2
('florentine', 'ADJ')1
('renoir', 'NOUN')1
('shelves', 'NOUN')2
('well-bound', 'ADJ')1
('cut-glass', 'NOUN')1
('chandelier', 'NOUN')2
('wilkes-barre', 'NOUN')1
('tasteful', 'ADJ')1
('cheap', 'ADV')1
('graciously', 'ADV')1
('brandy', 'NOUN')5
('bluster', 'NOUN')1
('chris', 'NOUN')2
('so', 'UH')1
('damn', 'VERB')6
('crucifying', 'VERB')1
('krautheads', 'NOUN')1
('tune', 'VERB')1
('piss', 'VERB')1
('annisberg', 'NOUN')1
('seventy-five', 'NUM')1
('tallahoosa', 'NOUN')1
('laborers', 'NOUN')2
('calamities', 'NOUN')1
('loud-voiced', 'ADJ')1
('overbearing', 'ADJ')1
('obsequious', 'ADJ')2
('deacon', 'NOUN')3
('amen', 'ADJ')6
('orgy', 'NOUN')1
('knot', 'NOUN')5
('worshippers', 'NOUN')1
('shrill', 'ADJ')4
('re-enacting', 'VERB')1
('stemmed', 'VERB')1
('shout', 'NOUN')3
('scream', 'NOUN')4
('contortion', 'NOUN')1
('shivering', 'VERB')5
('snickered', 'VERB')2
('handkerchief', 'NOUN')8
('death-like', 'ADJ')1
('trances', 'NOUN')1
('re-enacted', 'VERB')1
('disgust', 'NOUN')1
('man-to-man', 'ADV')1
('sympathized', 'VERB')1
('parsonage', 'NOUN')1
('rat-holes', 'NOUN')1
('rot', 'NOUN')2
('catt', 'NOUN')4
('spotless', 'ADJ')1
('dissenter', 'NOUN')1
('soared', 'VERB')2
('$2,500', 'NOUN')1
('deacons', 'NOUN')1
('pliant', 'ADJ')1
('disrepair', 'NOUN')2
('dives', 'NOUN')3
('huts', 'NOUN')5
('cosily', 'ADV')1
('trash', 'NOUN')1
('dumps', 'NOUN')1
('privies', 'NOUN')1
('after', 'PART')1
('business-like', 'ADJ')1
('rut', 'NOUN')1
('flatly', 'ADV')3
('banker', 'NOUN')2
('gambling', 'NOUN')1
('dear', 'NOUN')4
('patronized', 'VERB')2
('backing', 'NOUN')1
('subscription', 'NOUN')2
('payne', 'NOUN')16
('herold', 'NOUN')4
('seward', 'NOUN')5
("chemist's", 'NOUN')1
('errand', 'NOUN')6
("seward's", 'NOUN')3
('gentry', 'NOUN')1
('clomped', 'VERB')1
('stoop', 'NOUN')1
('rang', 'VERB')7
('doorbell', 'NOUN')1
('nigger', 'NOUN')5
('synchronize', 'VERB')1
('wasting', 'VERB')2
('banisters', 'NOUN')2
('gleamed', 'VERB')4
('bothering', 'VERB')4
('lumbered', 'VERB')1
('carpeted', 'VERB')1
('gaiters', 'NOUN')1
('clodhoppers', 'NOUN')1
('pantomime', 'NOUN')2
('misfired', 'VERB')1
('exultantly', 'ADV')1
('yelled', 'VERB')16
('nightmares', 'NOUN')1
('nightdress', 'NOUN')1
('yelling', 'VERB')2
('wakes', 'VERB')1
('clammy', 'ADJ')1
('unhitched', 'VERB')2
('sleepy', 'ADJ')2
('tousled', 'VERB')2
('surfeited', 'VERB')1
('soothed', 'VERB')2
('overreach', 'NOUN')1
('declaimed', 'VERB')2
('edwina', 'NOUN')1
('practised', 'VERB')1
('boo', 'VERB')1
('wilkes', 'NOUN')2
('keene', 'NOUN')3
('commotion', 'NOUN')3
('sockdologizing', 'VERB')1
('mantrap', 'NOUN')1
('trenchard', 'NOUN')2
('celebrations', 'NOUN')1
('soundproof', 'ADJ')1
('semper', 'ADV')1
('tyrannis', 'NOUN')1
('billowed', 'VERB')1
('leapt', 'VERB')1
('faltered', 'VERB')1
('theatrically', 'ADV')2
('octoroon', 'NOUN')1
('maimed', 'VERB')1
('mistaking', 'NOUN')1
('involuntary', 'ADJ')2
('balustrade', 'NOUN')2
('beehive', 'NOUN')1
('drowned', 'VERB')2
('taft', 'NOUN')1
('hoist', 'VERB')1
('ferguson', 'NOUN')6
('leale', 'NOUN')1
('dingy', 'ADJ')2
('hem', 'NOUN')1
("harris's", 'NOUN')1
('rathbone', 'NOUN')2
('ameaux', 'NOUN')2
('gaming-card', 'NOUN')2
('bordel', 'NOUN')2
('slit', 'VERB')1
('breeches', 'NOUN')1
('chinless', 'ADJ')2
('reprobate', 'NOUN')1
('jake', 'NOUN')6
('camaret', 'NOUN')4
('smirk', 'VERB')1
('brazen', 'ADJ')1
('dishonor', 'NOUN')2
('favre', 'NOUN')5
('rudely', 'ADV')2
('ungodly', 'ADJ')2
('decry', 'VERB')1
('high-backed', 'ADJ')1
('ablard', 'NOUN')2
('poupin', 'NOUN')1
('deep-set', 'ADJ')3
('brazenly', 'ADV')1
('adulterers', 'NOUN')2
('philibert', 'NOUN')1
('berthelier', 'NOUN')1
('throttling', 'VERB')1
('jeopardy', 'NOUN')1
('lewd', 'ADJ')1
('evildoers', 'NOUN')1
('gibbet', 'NOUN')1
('abbot', 'NOUN')2
('eloi', 'NOUN')1
('mommor', 'NOUN')1
('hallowed', 'VERB')1
('blue-draped', 'ADJ')1
('varnessa', 'NOUN')1
('longed', 'VERB')5
('noyon-la-sainte', 'NOUN')1
('lilt', 'NOUN')1
("charles's", 'NOUN')1
('raftered', 'ADJ')1
('bass', 'ADJ')1
('rumbling', 'VERB')1
('specters', 'NOUN')1
('rooftops', 'NOUN')1
('trudged', 'VERB')3
('carriage', 'NOUN')1
('crunched', 'VERB')1
('slapped', 'VERB')6
('patched', 'VERB')3
('parchment', 'NOUN')1
('neared', 'VERB')2
('whisked', 'VERB')1
('quickening', 'VERB')2
('pigeon', 'NOUN')3
('clemence', 'NOUN')1
('moon-splashed', 'ADJ')1
('insurmountable', 'ADJ')1
('glittered', 'VERB')1
('blinking', 'VERB')2
('indigestion', 'NOUN')2
('nerien', 'NOUN')2
('bucer', 'NOUN')1
('compromising', 'VERB')1
('tillet', 'NOUN')1
('waldensian', 'ADJ')1
('smashing', 'VERB')1
('courting', 'VERB')2
('godless', 'ADJ')2
('plied', 'VERB')1
('blasphemed', 'VERB')1
('heroism', 'NOUN')1
('meddling', 'VERB')3
('meditated', 'VERB')1
("favre's", 'NOUN')1
('reverie', 'NOUN')1
('eli', 'NOUN')1
('corault', 'NOUN')1
('near-blind', 'ADJ')1
('gospelers', 'NOUN')1
('ashen', 'ADJ')1
("eli's", 'NOUN')2
('hearth', 'NOUN')4
('tiredly', 'ADV')1
('anabaptists', 'NOUN')1
('caroli', 'NOUN')3
('benoit', 'NOUN')1
('arianism', 'NOUN')1
('raged', 'VERB')3
('arianists', 'NOUN')1
('reformed', 'VERB')1
('sept', 'NOUN')1
('unmasked', 'VERB')1
('anabaptist', 'NOUN')1
('bern', 'NOUN')5
('unleavened', 'ADJ')2
('decrees', 'VERB')1
('leavened', 'ADJ')1
('inconsequential', 'ADJ')2
('firelight', 'NOUN')2
('syndic', 'NOUN')1
('molard', 'NOUN')1
('premonition', 'NOUN')2
('thumping', 'VERB')2
('outskirts', 'NOUN')3
('rabble', 'NOUN')2
('gaspard', 'NOUN')1
('fists', 'NOUN')3
('arianist', 'NOUN')1
('rowdy', 'NOUN')1
('blob', 'NOUN')2
('heretic', 'ADJ')1
('heaved', 'VERB')3
('dizzily', 'ADV')1
('pummeled', 'VERB')1
('snapping', 'VERB')5
('snarling', 'VERB')2
('growling', 'VERB')1
('bristling', 'VERB')2
('dripped', 'VERB')4
('drumming', 'VERB')2
('improvised', 'VERB')3
('counter', 'NOUN')11
('rearrange', 'VERB')2
('hardbake', 'NOUN')1
('toffee', 'NOUN')1
('bitters', 'NOUN')1
('stationery', 'NOUN')1
('caressing', 'VERB')3
('yellowing', 'VERB')2
('aimlessly', 'ADV')1
('pfennig', 'NOUN')1
('bavaria', 'NOUN')2
('expiating', 'VERB')1
('torpid', 'ADJ')1
('befogged', 'VERB')1
('loblolly', 'NOUN')1
('hutment', 'NOUN')1
('chinked', 'VERB')1
('doorways', 'NOUN')1
('tenting', 'VERB')1
('hardtack', 'NOUN')3
('rails', 'NOUN')3
('cranky', 'ADJ')1
('across', 'ADV')9
('surmounted', 'VERB')2
('sluggishly', 'ADV')1
('drizzle', 'NOUN')3
('sopping', 'ADJ')1
('purdew', 'NOUN')12
('lairs', 'NOUN')1
('hairy', 'ADJ')3
('chaffing', 'VERB')1
('exchanging', 'VERB')2
('obscenities', 'NOUN')2
('banter', 'NOUN')2
('covertly', 'ADV')1
('bestubbled', 'ADJ')1
('emit', 'VERB')1
('obscene', 'ADJ')2
('pale-blue', 'ADJ')1
('watery', 'ADJ')2
('sorrel', 'ADJ')1
('trustfully', 'ADV')1
('freckles', 'NOUN')1
('lemme', 'VERB')1
('untellable', 'ADJ')1
('snoring', 'VERB')3
('bunk', 'NOUN')11
('choking', 'VERB')3
('poncho', 'NOUN')3
('armful', 'NOUN')1
('pullen', 'NOUN')3
('campmate', 'NOUN')1
('mending', 'VERB')1
('rubberized', 'VERB')1
('gleam', 'NOUN')1
('hardtack-box', 'NOUN')1
('antietam', 'NOUN')2
('slacking', 'VERB')1
('grayer', 'ADJ')1
('emptiness', 'NOUN')2
('swathed', 'VERB')1
('wrapped', 'VERB')7
('turban', 'NOUN')2
('twitching', 'VERB')2
("o'", 'IN')10
('bhoy', 'NOUN')1
('guttural', 'ADJ')1
('mollie', 'NOUN')6
('hasps', 'NOUN')1
('consign', 'VERB')1
('jed', 'NOUN')7
('hawksworth', 'NOUN')1
('blot', 'VERB')1
('dusk', 'NOUN')7
('cleft', 'VERB')1
('riven', 'VERB')1
('thickening', 'VERB')1
('greatcoat', 'NOUN')2
('yonder', 'ADV')1
('darkly', 'ADV')2
('hutments', 'NOUN')1
('nameless', 'ADJ')1
('huddling', 'VERB')2
('crouched', 'VERB')6
('skirmishing', 'VERB')1
('undershirt', 'NOUN')1
('lice', 'NOUN')1
('sizzled', 'VERB')1
('cornfield', 'NOUN')1
('maniacal', 'ADJ')1
('clubbed', 'VERB')2
('musket', 'NOUN')1
('flail', 'NOUN')1
('swirl', 'NOUN')1
('bayonets', 'NOUN')1
('sweetness', 'NOUN')2
('veining', 'VERB')1
('blaustein', 'NOUN')1
('crouch', 'NOUN')4
('mose', 'NOUN')6
('ole', 'ADJ')5
('buckra', 'NOUN')2
('yeah', 'ADV')16
("gre't", 'ADJ')1
('tits', 'NOUN')2
('lak', 'IN')1
('corkscrew', 'NOUN')1
('slop', 'NOUN')1
('giggled', 'VERB')1
('sowbelly', 'NOUN')1
("po'k", 'NOUN')3
('skippers', 'NOUN')2
('hoo-pig', 'UH')1
('hole', 'VERB')1
('fer', 'IN')2
('lob-scuse', 'NOUN')2
('dumped', 'VERB')4
('crumbled', 'VERB')2
('lobscouse', 'NOUN')1
('mumbled', 'VERB')4
('et', 'VERB')1
('easthampton', 'NOUN')1
('fritzie', 'NOUN')6
('sea-blessed', 'ADJ')1
('spume', 'NOUN')1
('wrack', 'NOUN')1
('haunts', 'VERB')1
('terry-cloth', 'NOUN')2
('purposeful', 'ADJ')2
('essayed', 'VERB')1
('wobbly', 'ADJ')1
("y'all", 'PRON')2
('wanna', 'VERB')1
('shoved', 'VERB')4
('behind', 'NOUN')2
('laugh', 'VERB')5
('parading', 'VERB')1
('flaunting', 'VERB')1
("liar's", 'NOUN')1
('wisp', 'NOUN')1
('euphoria', 'NOUN')1
('consoled', 'VERB')1
('reap', 'VERB')1
('swathings', 'NOUN')1
('jabbed', 'VERB')2
("deceit's", 'NOUN')1
('reborn', 'VERB')1
('short-lived', 'ADJ')3
('plucked', 'VERB')2
('muttering', 'VERB')5
('andrus', 'NOUN')12
("'nother", 'DET')1
("h'all", 'PRON')1
('gasped', 'VERB')4
('drier', 'ADJ')2
('enervating', 'VERB')1
('106', 'NUM')1
('mcfeeley', 'NOUN')12
('irvin', 'NOUN')1
('moll', 'NOUN')5
('7:00', 'NUM')1
('irv', 'NOUN')1
('early-morning', 'NOUN')1
('selena', 'NOUN')4
('thanking', 'VERB')2
('winked', 'VERB')4
("'nuff", 'ADV')1
('crudities', 'NOUN')1
('sure', 'VERB')1
("'nuff", 'VERB')1
('pique', 'NOUN')1
('southernisms', 'NOUN')1
("sparling's", 'NOUN')1
('constricted', 'VERB')1
('gauged', 'VERB')2
('westwood', 'NOUN')1
('overcurious', 'ADJ')1
('unservile', 'ADJ')1
('housework', 'NOUN')1
('awful', 'ADV')3
("today'll", 'NOUN')1
('good-news', 'NOUN')1
('deadened', 'VERB')1
('blinkers', 'NOUN')1
('mug', 'NOUN')1
('bloated', 'VERB')1
('drugging', 'VERB')1
('redder', 'ADJ')1
('glassy', 'ADJ')1
('groggy', 'ADJ')1
('crank', 'NOUN')1
('sofa', 'NOUN')4
('overcast', 'VERB')1
('wan', 'ADJ')2
('uselessness', 'NOUN')1
('play-acting', 'VERB')1
("fritzie's", 'NOUN')1
('luisa', 'NOUN')1
('kidnaper', 'NOUN')1
('spurns', 'VERB')1
('headline', 'NOUN')1
('five-column', 'ADJ')1
('duane', 'NOUN')1
('buncha', 'NOUN')1
('andruses', 'NOUN')1
('rheinholdt', 'NOUN')1
("rheinholdt's", 'NOUN')1
('munching', 'VERB')1
('sparling', 'NOUN')1
('degroot', 'NOUN')1
('ringel', 'NOUN')1
('litter', 'NOUN')2
('lunchroom', 'NOUN')1
('suppers', 'NOUN')1
('skirting', 'VERB')1
('skopas', 'NOUN')4
('resiny', 'ADJ')1
('olives', 'NOUN')1
('boatloads', 'NOUN')1
('unrevealing', 'ADJ')1
('hoarse', 'ADJ')3
('whisper', 'NOUN')6
("detective's", 'NOUN')1
('brocaded', 'ADJ')1
('herded', 'VERB')1
('matriarch', 'NOUN')1
('quilted', 'VERB')1
('wrapper', 'NOUN')2
('shuffling', 'VERB')2
('inquisitor', 'NOUN')1
('monosyllables', 'NOUN')2
('nods', 'NOUN')1
('restlessly', 'ADV')2
('knuckles', 'NOUN')3
('stuff', 'VERB')3
('cadillac', 'NOUN')1
('volunteered', 'VERB')2
('penalized', 'VERB')1
('romances', 'NOUN')2
('scandal', 'NOUN')5
('fledglings', 'NOUN')1
('mcfeely', 'NOUN')1
('kahler', 'NOUN')7
('tudor-style', 'ADJ')1
('blade', 'NOUN')5
('shrub', 'NOUN')1
('straight-backed', 'ADJ')1
('rimless', 'ADJ')1
('sedate', 'ADJ')1
('dried-out', 'ADJ')1
('hausman', 'NOUN')1
('barging', 'VERB')1
("hausman's", 'NOUN')1
('firecrackers', 'NOUN')1
('wait', 'NOUN')3
('cherry', 'ADJ')1
('ass', 'NOUN')2
('firecracker', 'NOUN')1
('ki-yi-ing', 'VERB')1
('straightened', 'VERB')5
('intimidated', 'VERB')1
('flamed', 'VERB')1
('teakettle', 'NOUN')1
('icebox', 'NOUN')2
('cupboard', 'NOUN')1
('pantry', 'NOUN')1
('teacart', 'NOUN')2
('suitcases', 'NOUN')3
('petit', 'ADJ')1
('dejeuner', 'NOUN')1
('peace-loving', 'ADJ')1
('breakfast-table', 'NOUN')1
('spoonful', 'NOUN')1
('creaked', 'VERB')4
('fauteuil', 'NOUN')1
('rudeness', 'NOUN')1
('fling', 'VERB')1
('plodding', 'VERB')2
('marmalade', 'NOUN')1
('black-market', 'NOUN')1
('pajamas', 'NOUN')1
('berlitz', 'NOUN')1
('bathe', 'VERB')1
('lathered', 'VERB')2
('sabine', 'NOUN')2
('cautioned', 'VERB')1
('mahogany', 'NOUN')4
('ornately', 'ADV')1
('important-looking', 'ADJ')1
('mme', 'NOUN')3
('cestre', 'NOUN')2
('alix', 'NOUN')2
('bonenfant', 'NOUN')1
("alix's", 'NOUN')1
('vienot', 'NOUN')1
('gray-haired', 'ADJ')1
('gilt', 'ADJ')1
('drawing-room', 'NOUN')1
('upholstered', 'VERB')1
('russet', 'ADJ')1
('curtains', 'NOUN')3
('lancret', 'NOUN')1
('redoute', 'NOUN')3
('bookcase', 'NOUN')2
('criss-crossed', 'ADJ')2
('daybed', 'NOUN')1
('dark-brown', 'ADJ')1
('velours', 'NOUN')1
('pillows', 'NOUN')1
("beethoven's", 'NOUN')1
('da-da-da-dum', 'UH')1
("eugene's", 'NOUN')2
('astral', 'ADJ')1
('concierge', 'NOUN')2
('clogged', 'VERB')1
('unclaimed', 'ADJ')1
('vouillemont', 'NOUN')1
('sight-seeing', 'VERB')1
('booths', 'NOUN')2
('aprons', 'NOUN')1
('shoestrings', 'NOUN')1
('unpicturesque', 'ADJ')1
('sneakers', 'NOUN')3
('shorts', 'NOUN')7
('open-collared', 'ADJ')1
('coupons', 'NOUN')1
('blois', 'NOUN')1
('vermouth', 'NOUN')1
("irelands'", 'NOUN')1
('eighties', 'NOUN')1
('hot-water', 'NOUN')1
('concorde', 'NOUN')1
('hurt', 'NOUN')8
('unhesitatingly', 'ADV')2
('myrrh', 'NOUN')2
('aloes', 'NOUN')2
("pounds'", 'NOUN')1
("jesus's", 'NOUN')1
('winding-clothes', 'NOUN')1
('arimathea', 'NOUN')2
('nicodemus', 'NOUN')2
("dell'arca", 'NOUN')1
('lamentation', 'NOUN')1
('grief-stricken', 'ADJ')1
('usurped', 'VERB')1
('pontius', 'NOUN')1
("pilate's", 'NOUN')1
('mourn', 'VERB')1
('pieta', 'NOUN')2
('halos', 'NOUN')1
('resurrected', 'VERB')1
("jesus'", 'NOUN')1
('inert', 'ADJ')3
('ungainly', 'ADJ')1
('limb', 'NOUN')2
('full-grown', 'ADJ')1
('convincingly', 'ADV')1
('probed', 'VERB')2
('remotest', 'ADJ')1
('stalls', 'NOUN')2
('sweet-faced', 'ADJ')1
('coverings', 'NOUN')1
('foreheads', 'NOUN')2
('life-size', 'NOUN')1
('draper', 'NOUN')1
('lightweight', 'ADJ')2
('argiento', 'NOUN')13
('tiber', 'NOUN')2
('drapery', 'NOUN')1
("madonna's", 'NOUN')1
('sluiced', 'VERB')2
('tactile', 'ADJ')2
('hebraic', 'ADJ')1
('trastevere', 'NOUN')2
('ripa', 'NOUN')1
('1492', 'NUM')1
('sketching', 'VERB')3
('melzi', 'NOUN')4
('robed', 'VERB')1
('gabardine', 'NOUN')1
('skullcap', 'NOUN')1
('graven', 'ADJ')1
('tenets', 'NOUN')1
('carrara', 'NOUN')1
('dionigi', 'NOUN')1
('sinewy', 'ADJ')2
("sangallo's", 'NOUN')1
('design', 'VERB')1
('sangallo', 'NOUN')1
('trestle', 'NOUN')1
('disrobe', 'VERB')1
('toweling', 'NOUN')1
('wrap', 'VERB')2
('bolting', 'VERB')1
('roughed', 'VERB')1
('mid-fifties', 'NOUN')2
('jacopo', 'NOUN')2
('galli', 'NOUN')3
('sketched', 'VERB')2
('santo', 'NOUN')2
('tuscany', 'NOUN')1
('translucence', 'NOUN')1
('quill', 'NOUN')1
('scratchiness', 'NOUN')1
('plastically', 'ADV')1
('glued', 'VERB')4
('enlarging', 'NOUN')1
('jesuits', 'NOUN')1
('laundry', 'NOUN')1
('scoured', 'VERB')3
('unteach', 'VERB')1
('grumbled', 'VERB')1
('contadini', 'NOUN')1
('campagna', 'NOUN')1
('po', 'NOUN')1
('anvil', 'NOUN')1
('chisels', 'NOUN')1
('splinter', 'NOUN')3
('stumbled', 'VERB')7
('dipped', 'VERB')2
('lippi', 'NOUN')1
('pigeons', 'NOUN')1
('gush', 'NOUN')1
("michelangelo's", 'NOUN')1
('jerking', 'VERB')3
('gasps', 'NOUN')4
('twitched', 'VERB')3
('convulsively', 'ADV')1
('stiffening', 'VERB')1
('juanita', 'NOUN')15
('crooning', 'VERB')1
('jonathan', 'NOUN')4
('tussle', 'NOUN')4
('bewilderment', 'NOUN')2
("jonathan's", 'NOUN')4
('packs', 'NOUN')1
('shriveled', 'VERB')3
('steeled', 'VERB')1
("nurse's", 'NOUN')1
('remembrance', 'NOUN')2
("baby's", 'NOUN')5
('drooped', 'VERB')1
('fitzroy', 'NOUN')1
('grafton', 'NOUN')3
('parkersburg', 'NOUN')3
('portended', 'VERB')1
('randolph', 'NOUN')9
('replanted', 'VERB')1
('annie', 'NOUN')1
('harpers', 'NOUN')2
('fathom', 'VERB')1
('cronies', 'NOUN')1
('smelled', 'VERB')10
("lattimer's", 'NOUN')1
('chuckled', 'VERB')4
('still', 'NOUN')2
('moccasin', 'NOUN')1
('hush', 'UH')2
('winking', 'VERB')3
('strapped', 'VERB')1
('drunkenly', 'ADV')2
('raucously', 'ADV')1
('perplexed', 'VERB')1
('broadside', 'NOUN')1
('reprisals', 'NOUN')1
('schoolroom', 'NOUN')1
("joel's", 'NOUN')2
("snow's", 'NOUN')1
('picking', 'NOUN')1
('beau', 'NOUN')1
('sired', 'VERB')3
('brigade', 'NOUN')1
('restive', 'ADJ')1
('bawling', 'VERB')1
('wares', 'NOUN')1
('wheeling', 'NOUN')1
('trinkets', 'NOUN')1
('cheat', 'NOUN')1
('rich', 'NOUN')2
('rebs', 'NOUN')1
("out'n", 'IN')2
('git', 'VERB')4
('inter', 'IN')1
('federals', 'NOUN')1
('crowed', 'VERB')2
('hell', 'UH')6
("breckenridge's", 'NOUN')1
('militia', 'NOUN')1
('maj.', 'NOUN')1
('spite', 'IN')5
('grassfire', 'NOUN')1
('garbled', 'VERB')1
('dey', 'PRON')1
('dere', 'ADV')1
('manassas', 'NOUN')2
('rejoice', 'VERB')1
('missing', 'NOUN')1
('victoriously', 'ADV')1
("afternoon's", 'NOUN')1
('insulted', 'VERB')1
("mcclellan's", 'NOUN')1
('flushed', 'VERB')4
('goodbye', 'UH')1
('lattimer', 'NOUN')3
("juanita's", 'NOUN')1
('potomac', 'NOUN')1
('iced', 'VERB')1
("marsh's", 'NOUN')1
('gentians', 'NOUN')1
('trembling', 'VERB')14
('enunciated', 'VERB')1
('manumission', 'NOUN')1
('entanglement', 'NOUN')1
('manservant', 'NOUN')1
('daunt', 'VERB')1
('drury', 'NOUN')1
('originality', 'NOUN')1
('countenance', 'NOUN')1
('forte-pianos', 'NOUN')1
("scott's", 'NOUN')1
('rosabelle', 'NOUN')1
('cooing', 'VERB')1
('doves', 'NOUN')1
('chattering', 'VERB')3
('jackdaws', 'NOUN')1
('goose', 'NOUN')3
('harpy', 'ADJ')1
('vitals', 'NOUN')1
('medmenham', 'NOUN')1
('hellfire', 'NOUN')1
('regaled', 'VERB')1
('cassocked', 'ADJ')1
('bloods', 'NOUN')1
('firsthand', 'NOUN')1
('dodington', 'NOUN')1
('monkish', 'ADJ')1
('self-flagellation', 'NOUN')1
('chancel', 'NOUN')1
('depravities', 'NOUN')1
('jaded', 'VERB')1
('amorist', 'NOUN')1
('conjured', 'VERB')1
('dashwood', 'NOUN')1
('beadsman', 'NOUN')1
('seventeen-year-old', 'ADJ')1
('bluestocking', 'NOUN')1
('tame', 'ADJ')4
('bishopsgate', 'NOUN')2
('scented', 'VERB')3
('nested', 'VERB')2
('girlishly', 'ADV')1
('palpably', 'ADV')1
('adonis', 'NOUN')1
('satiety', 'NOUN')1
('pretend', 'VERB')3
('crudely', 'ADV')2
('milord', 'NOUN')2
('illicit', 'ADJ')2
('loves', 'NOUN')1
('grate', 'NOUN')1
("napoleon's", 'NOUN')1
('elba', 'NOUN')1
('wines', 'NOUN')2
('war-ridden', 'ADJ')1
('hostelries', 'NOUN')1
('philosophized', 'VERB')1
('overpriced', 'VERB')1
('rebutted', 'VERB')1
('bacchus', 'NOUN')1
('ariadne', 'NOUN')3
('io', 'NOUN')1
('nymph', 'NOUN')1
('minerva', 'NOUN')2
('owl', 'NOUN')2
("'tis", 'PRON')1
('unfaithful', 'ADJ')1
('shied', 'VERB')1
('virginity', 'NOUN')1
('catechize', 'VERB')1
('overdone', 'VERB')2
('parted', 'VERB')4
('striped', 'VERB')3
('poplin', 'NOUN')1
('untied', 'VERB')1
('bodice', 'NOUN')1
('beneath', 'ADV')1
('buttoned', 'VERB')1
('unhurriedly', 'ADV')2
('kindled', 'VERB')1
("byron's", 'NOUN')3
('parisina', 'NOUN')1
('sonorous', 'ADJ')1
('scimitars', 'NOUN')1
('bonaparte', 'NOUN')1
("mustn't", 'MODAL')2
('pensioner', 'NOUN')1
('detractor', 'NOUN')1
('pardonable', 'ADJ')1
('alastor', 'NOUN')4
('pervading', 'VERB')1
('musings', 'NOUN')1
('contemptuously', 'ADV')1
('southey', 'NOUN')1
('reprovingly', 'ADV')1
('thrill', 'VERB')1
('thynne', 'NOUN')2
('raptures', 'NOUN')1
('thynnes', 'NOUN')1
('caliphs', 'NOUN')1
('supercritical', 'ADJ')1
('disrepute', 'NOUN')1
('resentful', 'ADJ')3
('corinth', 'NOUN')1
('slovenly', 'ADJ')1
('byronism', 'NOUN')1
('low-water', 'NOUN')1
('scandals', 'NOUN')1
('gaily', 'ADV')2
('diverting', 'VERB')1
('disclosures', 'NOUN')2
('far-famed', 'ADJ')1
('flaunted', 'VERB')2
('languishing', 'VERB')1
('smallish', 'ADJ')1
('spies', 'NOUN')1
('milbankes', 'NOUN')1
('beckworth', 'NOUN')4
('impatiently', 'ADV')5
('requisitioned', 'VERB')1
('torches', 'NOUN')2
('tensely', 'ADV')2
('folding', 'VERB')3
('thumbnail', 'NOUN')1
('bombproof', 'ADJ')3
('low-ceilinged', 'ADJ')1
('timbers', 'NOUN')2
('drumlin', 'NOUN')1
('lump', 'NOUN')5
('slits', 'NOUN')2
('rotting', 'VERB')2
('urine', 'NOUN')1
('slimed', 'VERB')1
("watson's", 'NOUN')4
('erect', 'ADJ')6
('clutching', 'VERB')6
('limp', 'ADJ')8
('floundering', 'VERB')1
('flat-bottomed', 'ADJ')3
('pouch', 'NOUN')2
('safe-conduct', 'NOUN')1
('rampart', 'NOUN')2
('exorcise', 'VERB')1
('languid', 'ADJ')3
('buckle', 'VERB')3
('paced', 'VERB')6
('slippery', 'ADJ')1
('groped', 'VERB')6
('pacing', 'VERB')2
('dank', 'ADJ')1
('timbered', 'VERB')2
('futility', 'NOUN')3
('enervation', 'NOUN')1
('seeped', 'VERB')1
('reclaimed', 'VERB')2
('skulk', 'VERB')1
('annoyed', 'VERB')2
('hillman', 'NOUN')2
('belched', 'VERB')1
('snorted', 'VERB')4
('aloud', 'ADV')6
("soldier's", 'NOUN')1
('clutched', 'VERB')5
("'scuse", 'VERB')1
